test_site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-CS4,0.0007896291404417,0.0007873851209776,0.0281003405751912,0.0280603834788059,0.5291931171563273,0.530531086786397,0.0309983399669525,0.0309209548979748,0.0172918076209224,0.0172501008449787,13
US-EDN,0.0002611968665944,0.0002628971808764,0.0161615861410451,0.0162141043809542,-0.2752244439259346,-0.2835257775640691,0.0265085876321316,0.0264758638781101,0.0136009845352331,0.0135893801368101,13
US-GLE,0.0002823761533726,0.0002871402419901,0.0168040516951322,0.0169452129520442,0.2984490999098986,0.2866129352134057,0.0248608824959402,0.0249695317451594,0.0127167669317198,0.0127713241322443,13
US-Goo,0.0003901055734148,0.0003922753197897,0.0197510904360956,0.019805941527475,0.6801224202442113,0.6783432782211374,0.0268501385449636,0.0269776403809002,0.0143503919802469,0.0144138008450018,13
US-HB1,0.0005578741250826,0.0005409334875754,0.0236193591166786,0.0232579768590354,-0.1351345908687466,-0.1006646221765352,0.0347719208213148,0.033890269601755,0.0179089433794088,0.0174570640270071,13
US-HWB,0.0013583514433646,0.0013588632576172,0.0368558196675191,0.0368627624794628,0.4772391188162027,0.4770421473542131,0.0492704853132172,0.0493316443077451,0.0215127298068658,0.0215312690343591,13
US-Hn3,0.0001838556690443,0.0001789048680076,0.0135593388129506,0.0133755324382872,-0.0830961921409505,-0.0539309573740096,0.0236609268286175,0.0233138930179285,0.0120720307436104,0.0118933113395196,13
US-Ho2,0.0005700767289755,0.0005723186457882,0.0238762796301173,0.0239231821835685,0.5811637178018203,0.5795165779431259,0.0351986827207863,0.0353188130389955,0.0186812601124886,0.0187378478645368,13
US-IB2,0.0004917869992612,0.0004952729874242,0.0221762710855828,0.0222547295518107,0.5963013162490776,0.5934397342327151,0.0280520139564184,0.0281370376925472,0.0151712725252441,0.0152205550349715,13
US-ICs,0.0002036173218422,0.0002057262375043,0.0142694541536211,0.0143431599553366,-2.631682704137078,-2.669296952596647,0.0202882166731228,0.0204046072208276,0.0102824111332442,0.0103408510147988,13
US-ICt,0.0002217491512181,0.0002237620690653,0.0148912441125028,0.0149586787205746,-3.155298393547799,-3.1930179259607065,0.0212347969325952,0.0213532758232188,0.0107421018922218,0.010801507270879,13
US-Ivo,0.000177460001696,0.0001801426492843,0.0133214114003012,0.0134217230370903,-0.8809564313859024,-0.9093906880414752,0.0206536917242031,0.0207283901625165,0.0104689578841009,0.0105075506731928,13
US-Jo2,0.0003509547071289,0.0003567185942521,0.0187337851788928,0.0188869953738576,-3.75770678788529,-3.835844747951564,0.032181914499709,0.0326510353041413,0.0163303744226871,0.016562659943223,13
US-KFS,0.0003728397773982,0.0003745568193759,0.0193090594643618,0.0193534704736894,0.5704529173219668,0.5684747207424402,0.0252992974527911,0.0253191313375238,0.0133240783348315,0.0133374011200414,13
US-KLS,0.0005606295841559,0.0005597997916796,0.023677617788872,0.0236600885813996,0.4011440516384291,0.4020304232719278,0.0295176250676339,0.029445388650374,0.0157985687250245,0.0157621192161239,13
US-KS1,0.0002120151221521,0.0002131813426892,0.0145607390661368,0.0146007308957208,0.8189754796698183,0.8179797275216187,0.0196648403207064,0.0195405273570762,0.0106142315459893,0.0105648506748199,13
US-KS2,0.0002100619629904,0.0002125969020964,0.0144935145147924,0.0145807030727752,0.8015306663711554,0.7991356222233104,0.0176514033337936,0.0177018968058001,0.0096344745264868,0.0096693167844554,13
US-KS3,0.0002065616895068,0.0002055811594181,0.0143722541553817,0.0143381016671706,0.7481960983892512,0.749391389261377,0.0153273613939311,0.0151927928266609,0.0082556492674752,0.008184191222737,13
US-LWW,0.0006731253191439,0.000659729269239,0.0259446587787143,0.0256851955265884,-1.269607280156658,-1.2244392088857214,0.0356409671353497,0.0358695424709948,0.0178225152139705,0.0179414320551712,13
US-Lin,0.0004596993588079,0.0004466989957449,0.0214406007100535,0.0211352548067199,-1.5535038135294736,-1.4812903635376329,0.0299698619516489,0.0297420531824666,0.0153149382959302,0.015199251573586,13
US-Los,0.0003265943028051,0.000327858472692,0.0180719202854923,0.0181068625855517,0.5526167506662094,0.5508850351193137,0.0267698825644031,0.0267709927096324,0.0138136137244199,0.0138177036146539,13
US-MOz,0.0005329690733659,0.0005327773960774,0.0230861229609036,0.0230819712346558,0.625164952086752,0.6252997579679981,0.0313876661268807,0.0313418418801335,0.016721764919717,0.01670013408799,13
US-Me1,0.000214229896466,0.0002137410670785,0.0146365944285557,0.0146198860145534,-1.284299299356757,-1.279086989376793,0.0243009107342543,0.0243343586694532,0.0123810198409957,0.0123961906940144,13
US-Me2,0.0002724638011013,0.0002723883718365,0.0165064775497798,0.0165041925533053,0.7273261649545719,0.7274016523654702,0.0212620635900774,0.021266975112452,0.0114865634939441,0.0114877784025766,13
US-Me3,0.0001981112703987,0.0001975347051954,0.014075200545595,0.0140547040237572,0.2408520478540767,0.2430614036998271,0.0193725361783488,0.019409892293123,0.0100361220602625,0.01005695541785,13
US-Me4,0.0006144161822002,0.0006173418077719,0.0247874198374959,0.0248463640754926,0.3028663895480212,0.2995468937784176,0.0324233605950882,0.0326202229799977,0.0172234919633869,0.0173388719591266,13
US-Me5,0.0001623639304226,0.0001594920510836,0.0127422105783357,0.0126290162357824,0.4089396661499763,0.4193942908715132,0.0164639781316463,0.0164884231615436,0.0085782755844256,0.0085881481382905,13
US-Me6,0.0002163025195962,0.0002174195058913,0.0147072267812889,0.0147451519453467,0.452871554054617,0.4500461825475167,0.019561822840017,0.0196252224299008,0.010191048221357,0.0102231525994262,13
US-Mpj,0.000324351752186,0.0003273140925452,0.018009768243541,0.018091823914279,-1.6204445418437334,-1.6443773511258697,0.0275844223487673,0.0277825668861629,0.0141323315358678,0.014233996055551,13
US-Myb,0.0004857861494349,0.0004895172498432,0.0220405569220686,0.0221250367195916,0.5782014941048665,0.5749618534123309,0.0256976190888025,0.0258999988180916,0.0139975208094391,0.0141062454398618,13
US-NC1,0.0007708425795789,0.0007732340959335,0.02776405193013,0.0278070871529819,0.6325843372101869,0.6314444409592981,0.0345374504240145,0.0346829554578174,0.019230608465895,0.0193044827804666,13
US-NC4,0.0010695812028454,0.0010775391834342,0.0327044523397871,0.0328258919670773,0.5210464803672291,0.517482933436854,0.0391149918208915,0.0392327703017958,0.0213573499661121,0.0214344217073424,13
US-NR1,0.0002736170018216,0.000278522861578,0.016541372428601,0.0166890042116962,0.4137116624947327,0.4031997120624758,0.0226264500549931,0.0227307009831897,0.0116521244844692,0.0117057406019916,13
US-ONA,0.0007896482940824,0.0007761181425874,0.0281006813811059,0.0278588970095274,0.343028157373584,0.3542849771822003,0.0418876906722396,0.0412963917687379,0.0227045515436878,0.0223953594937039,13
US-OWC,0.0006642901939452,0.0006675953316714,0.0257738276929373,0.0258378662368133,0.5311161547049732,0.5287832500490979,0.0337704232498498,0.0337783931243192,0.0182970440805014,0.0183110194238249,13
US-Oho,0.0009051653032245,0.0009078151110211,0.0300859652200909,0.0301299703123179,0.6038576512341696,0.6026979723549643,0.0376871703260967,0.037720820321519,0.0208960734890232,0.0209147144726696,13
US-Prr,0.0002269991366069,0.0002251565892451,0.0150664905205875,0.0150052187336648,-0.8183332614228829,-0.8035738874277165,0.0249976967006054,0.0248066447569954,0.0127234986966459,0.0126281729496129,13
US-Ro1,0.0011007635179556,0.0011024288086906,0.0331777563731429,0.0332028433826171,0.3718904198062781,0.3709401838587918,0.036033687894414,0.0360279656441191,0.0198075991984267,0.0198029092982155,13
US-Ro4,0.0006578804792746,0.00066021954052,0.0256491808694675,0.025694737603642,0.5424368869723413,0.5408100441358282,0.0325905869015944,0.0326151933010065,0.0176612687147773,0.0176747067876151,13
US-Ro5,0.001122911595525,0.0011245808579271,0.0335098731051765,0.0335347708792998,0.4201339863894194,0.4192719875120059,0.0362858413938005,0.0363143678191796,0.0200991740834156,0.0201117298794137,13
US-Ro6,0.0005622695876436,0.0005628520189394,0.0237122244347434,0.0237245025014114,0.498292266272175,0.4977725684405526,0.0317341420083252,0.0316999433098261,0.0169930778009974,0.0169753595924329,13
US-SRC,0.000513057966957,0.0005097671802568,0.0226507829215021,0.0225780242770888,-19.110480704192774,-18.98149079135992,0.0384110002990432,0.0384126399197786,0.0194080393649813,0.0194081160302363,13
US-SRG,0.0004841288141247,0.0004827977847953,0.0220029273989786,0.0219726599390089,-1.2330985270335315,-1.2269590047655037,0.0355056827008496,0.0356926665109037,0.0180889580407002,0.0181829882616728,13
US-SRM,0.0005220649917887,0.0005200890885513,0.0228487415799817,0.0228054618140348,-4.184398350388737,-4.16477652236816,0.037416489146158,0.0375723267662269,0.0189362658470132,0.0190140502805574,13
US-Seg,0.000528321243628,0.0005275651002305,0.0229852396904641,0.0229687853451268,-12.022530191759497,-12.00389209922976,0.0389902909256551,0.0390384995159663,0.0197003350390296,0.0197240535744974,13
US-Ses,0.0005682159776388,0.0005681823743461,0.0238372812551853,0.0238365763973382,-34.04068517683424,-34.03861293239616,0.0404200771058742,0.040532787885121,0.0204072955724385,0.0204635106414197,13
US-Sne,0.0004377834198527,0.0004418418859703,0.0209232745967912,0.0210200353465531,-0.0632710729840282,-0.0731281151374187,0.0264675266583509,0.0265574072842509,0.0137537130872597,0.0138003172621329,13
US-Snf,0.0002569950744704,0.0002608729496383,0.0160310659180986,0.016151561832788,0.7466225177608312,0.7427992295187587,0.019810510006986,0.0201144810955125,0.0108108265933704,0.0109711239277652,13
US-Syv,0.0004864824116063,0.0004862690979339,0.0220563462886848,0.0220515101055231,0.5822815049066997,0.5824646668547739,0.0312426821172088,0.0311604592922363,0.0164069579544339,0.0163689883963813,13
US-Ton,0.0003700243471355,0.0003680783457476,0.0192360169249144,0.0191853680117845,0.2551136542828235,0.2590310988344635,0.0258377710513683,0.0260665844131848,0.0133348162952029,0.0134503430134672,13
US-Tw3,0.0011188903930023,0.0011200870540468,0.0334498190279468,0.0334677016546829,0.5087270281807741,0.5082016083261965,0.033557585444407,0.0336195981537337,0.0197419517345726,0.0197745480365991,13
US-Tw4,0.000352106783254,0.0003540508595754,0.0187645086067825,0.0188162392516527,-0.189325862789458,-0.1958924509901682,0.0247577351749856,0.0247539137573629,0.0126747507848821,0.0126739835531327,13
US-Twt,0.001092934280751,0.0010960339997302,0.0330595565722088,0.0331064042102169,0.440063268539028,0.4384752073497824,0.0354148277220429,0.0354935642105193,0.0198690614049915,0.0199148155286006,13
US-Var,0.0006642553295795,0.0006571287577993,0.0257731513319486,0.0256345227729987,-0.0930405711779152,-0.0813137069101785,0.034238767507769,0.0341064855634995,0.0175580969757328,0.0174912525216267,13
US-WCr,0.000586563875894,0.0005881473770541,0.0242190808226491,0.0242517499792113,0.5692969272775077,0.5681341914811648,0.0343843222510863,0.0343795672090222,0.0181163519370858,0.0181129273984063,13
US-WPT,0.0003566851431308,0.0003581631691142,0.0188861097934651,0.0189251993150455,0.2853761255512663,0.2824148789865567,0.0294540292085337,0.0294183676510494,0.0150901633988644,0.0150711528847714,13
US-Whs,0.0006036602804836,0.0006012988054399,0.0245694989872337,0.0245213948510274,-22.22618932839466,-22.13533016765112,0.0409923083923488,0.0410652879525588,0.0206641338200588,0.0207006037660228,13
US-Wi0,0.000616862912572,0.0006154246328693,0.0248367250774349,0.0248077534829213,0.6101116334304257,0.6110206984958129,0.0333035522042032,0.0332148994108283,0.0177221528700394,0.0176876639456664,13
US-Wi1,0.0020819833675323,0.0020868559239398,0.0456287559279491,0.0456821182076735,0.5209038465060034,0.519782596899055,0.0513398889179657,0.0512197639485036,0.0299224535207692,0.029881048826076,13
US-Wi2,0.0004707183498799,0.0004687340696653,0.0216960445676162,0.0216502671961656,0.3604562249470785,0.363152176909744,0.032200193864099,0.0319583965208564,0.0167128900816664,0.016602052620704,13
US-Wi3,0.0006970136454648,0.0006963710293623,0.0264010159930427,0.0263888428954809,0.6402754073770501,0.6406070577216254,0.0367980121223429,0.0366800359699755,0.0198164753988616,0.0197700512916281,13
US-Wi4,0.0007057449578407,0.0007066188627691,0.0265658607585143,0.0265823035640085,0.621194271516081,0.6207252066091021,0.0359941266746714,0.0358473623146273,0.0194420532536293,0.0193866745257249,13
US-Wi5,0.0004113210777427,0.000408703801426,0.0202810521852961,0.0202164240514011,0.6169784796388048,0.6194156830991846,0.0263266173073338,0.0262018640557525,0.0137496741093455,0.0136933798123275,13
US-Wi6,0.0004204999549052,0.0004139561124743,0.0205060955548641,0.0203459114436863,0.0941134592576535,0.1082109132852487,0.0278226626338026,0.0275392084376222,0.0141682064286412,0.0140263635437102,13
US-Wi7,0.0005262006517183,0.0005152706564453,0.0229390638806024,0.0226995739265149,0.3313563999010644,0.3452451538669994,0.0325958911242746,0.0320788509332972,0.0167821540401687,0.0165186599329852,13
US-Wi8,0.0005740782686918,0.0005556982019163,0.0239599304817829,0.0235732518316074,0.2662467765570079,0.2897391015222831,0.0367755745257053,0.0360511704556484,0.0188863183324866,0.0185125472671728,13
US-Wi9,0.000679675548806,0.0006626245541715,0.0260705878109046,0.0257414947928732,0.0842641923104892,0.1072372216787347,0.0371707422927169,0.0365608907464677,0.0191193202220379,0.0188079359372862,13
US-Wjs,0.0003342814407651,0.0003356159975761,0.0182833651378826,0.0183198252605235,-1.5377936390402396,-1.547925310658238,0.0309740239200317,0.0310510026366216,0.0158093365739935,0.0158489695554101,13
US-Wkg,0.0005617233029915,0.0005629136937764,0.0237007025843454,0.0237258022788777,-5.414686910596125,-5.428280763913427,0.0390861223228379,0.0392964218587291,0.0197537047736535,0.0198590789409284,13
US-xAE,0.000299675312296,0.0003010398116712,0.0173111326115907,0.0173504988882534,-0.044167569813752,-0.0489219354159815,0.0270442792768632,0.0270893144891613,0.0138697030763534,0.0138934199143546,13
US-xBR,0.0005026147138093,0.0005047037307591,0.0224190703154548,0.0224656121830494,0.6370213139736594,0.6355126660834995,0.0308877514467144,0.0309333274010396,0.016357693427428,0.0163825766831663,13
US-xCL,0.0002850999946195,0.0002862140240658,0.0168849043414391,0.0169178610960678,0.6901568812176955,0.6889461679080867,0.0217012000073063,0.0217500819835743,0.0115837357316551,0.0116096086247997,13
US-xCP,0.000393267495245,0.0003931036230774,0.0198309731290496,0.0198268409757439,-3.157407799038221,-3.1556754325546814,0.0331260445685241,0.0331008252670545,0.0167562376928416,0.0167437952731167,13
US-xDC,0.000212008561107,0.0002135950408763,0.0145605137652156,0.0146148910661809,0.4080717360338239,0.4036422818138845,0.0226883161886045,0.0226874010129659,0.0116238116916841,0.0116234670827922,13
US-xDL,0.0009322427385307,0.0009337189515317,0.0305326503685925,0.0305568151405179,0.5789336026011942,0.5782668409687722,0.0393123308315407,0.0393680089702489,0.0214430822887122,0.0214696092349697,13
US-xDS,0.000147539335025,0.000149416280181,0.0121465770908942,0.0122235952232166,0.7676663977995737,0.7647107288645455,0.0152212530210291,0.0154437421648256,0.0080329678265879,0.008144867590076,13
US-xGR,0.0010027297434185,0.001004029170063,0.0316659082203331,0.031686419331679,0.5990120522534048,0.5984924163028211,0.0413706023352863,0.0414004362796777,0.0225711479964674,0.0225869958695761,13
US-xHA,0.0007700972708733,0.0007721989402914,0.0277506264951509,0.0277884677571723,0.5990735109437906,0.5979793440472196,0.0374124481246635,0.0375209758998334,0.0201261759462957,0.0201788633647915,13
US-xHE,0.0002265304368055,0.0002288796625817,0.0150509281044559,0.0151287693677223,-0.6241686367146666,-0.6410120193528845,0.0238767746214482,0.0238906088052016,0.0121684092297865,0.0121766297643306,13
US-xJE,0.0005348596441945,0.0005351352797339,0.0231270327581076,0.0231329911540621,0.6768248897746905,0.6766583441271108,0.0269146589804608,0.0269667905585981,0.014767027181539,0.0147924561725317,13
US-xKA,0.0004692640226745,0.000470468487364,0.0216625026872377,0.021690285552846,0.3782155789296153,0.3766196385987502,0.0284006763775395,0.0283857961169389,0.0149406738801618,0.0149330843051466,13
US-xKZ,0.0003697241484569,0.0003710292220422,0.0192282123052802,0.0192621188357416,0.6039586320936691,0.6025606624719962,0.0264105079903511,0.0264144688448367,0.013926406439414,0.0139288348168455,13
US-xMB,0.0005646710648886,0.0005662544940227,0.0237628084385806,0.0237961024964755,-63.55703835927875,-63.73806675209853,0.0398468196645427,0.0399798581854039,0.020067193229031,0.0201333424501932,13
US-xML,0.0004964170184946,0.0005007430949145,0.0222804178258537,0.0223772897133354,0.2324991246600073,0.22581066049504,0.0317146495957244,0.0317965209377536,0.0162693679140212,0.0163102516851212,13
US-xNG,0.0002309965720619,0.0002328539559931,0.0151985713822693,0.0152595529421116,0.1268894318481763,0.1198689746831881,0.0234809955080864,0.0235016986120504,0.0120090472389882,0.0120203758547678,13
US-xNQ,0.0004327457002096,0.0004334642187631,0.0208025407152493,0.0208198035236439,-17.95424710203322,-17.985718190491102,0.0347337357922357,0.034757946841143,0.0175370507100275,0.0175500507226999,13
US-xRM,0.0002627753757557,0.0002651565942833,0.0162103477987296,0.0162836296409405,-0.0881331608254964,-0.0979936085007513,0.0228798232097133,0.0229618859625021,0.0117146385506515,0.0117568183717953,13
US-xSB,0.0001298053377216,0.0001303283915415,0.0113932145473368,0.0114161460897069,0.8090462471207592,0.8082767942491166,0.0139243144296692,0.0140450761261062,0.0073988874382019,0.0074574676036839,13
US-xSE,0.0006570748988147,0.0006587050250141,0.0256334722348477,0.0256652493659062,0.5917171509795336,0.5907042488428522,0.0327751893467318,0.0327952725672622,0.0176593041512131,0.0176695180095167,13
US-xSR,0.0004934919484392,0.0004898088886781,0.0222146786706287,0.0221316264354453,-12.676550902543775,-12.57447921837498,0.0373229523072955,0.037508965079904,0.0188446648513529,0.0189372564847448,13
US-xST,0.0004586529349944,0.0004605146044514,0.0214161839503307,0.0214596040143211,0.6584830907079329,0.6570968756625468,0.0297774865985634,0.0298113226838389,0.015876275670814,0.015893597505861,13
US-xTA,0.0004181375141639,0.000419065128587,0.0204484110425223,0.0204710802984865,0.7140050587814946,0.7133705951817659,0.0276162067384705,0.0276486247705633,0.0147279163501972,0.0147451620106733,13
US-xTR,0.0004733262967307,0.0004756122661003,0.021756063447479,0.021808536541923,0.6031541384036796,0.6012375377619001,0.0305657172062188,0.0306247350065773,0.0160824369635119,0.0161118682718017,13
US-xUK,0.0005349043492919,0.0005360878542407,0.0231279992496522,0.0231535710904551,0.6430886176570431,0.6422989318228189,0.0288498480278362,0.0288523961757096,0.0155757827623496,0.0155774556782928,13
US-xUN,0.0004111145493997,0.0004126042174595,0.0202759598884913,0.020312661506055,0.6104694383222597,0.6090579795526325,0.0295205447408953,0.0294929662941015,0.0154565594960163,0.0154422734239143,13
US-xYE,0.0002467751222463,0.0002486138939776,0.0157090777019639,0.015767494854215,0.1473153612999062,0.1409618342703836,0.024721779979313,0.0247060006205914,0.0126327829584597,0.01262524642178,13
ZM-Mon,0.0003807891330578,0.0003778215411919,0.0195138190280083,0.0194376320880895,0.6476872483576888,0.6504329161440597,0.025417437413509,0.0254769066846162,0.0137680940089306,0.0137925455812218,13
